"Name","House","Expansion – #","Aerc Score","Amber Control","Expected Amber","Aember Protection","Artifact Control","Creature Control","Effective Power","Efficiency","Disruption","House Cheating","Other","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"They’re Everywhere!","Untamed","AGE_OF_ASCENSION – 334","2.5","0","1","0","0","1.5","0","0","0","0","0","1","0","0","12095","12438","[object Object] | [object Object] | [object Object]","","","Play: Deal 2D to each enemy flank creature. Deal 1D to each enemy creature not on a flank.",""
"Stampede","Untamed","CALL_OF_THE_ARCHONS – 335","1.5","0.25","1.25","0","0","0","0","0","0","0","0","1","0","0","2481","2302","","highTotalCreaturePower – 2 – house | lowCreatureCount – -2 – house","","Play: If you used 3 or more creatures this turn, steal 2<A>.","“Better to run with the herd than be trampled beneath it.” –Eldest Bear"
"Æmberspine Mongrel","Untamed","AGE_OF_ASCENSION – 335","2","0","1","0","0","0","6","0","0","0","0","0","3","0","4483","4762","","","Beast","Hazardous 3. (Before this creature is attacked, deal 3D to the attacking enemy.)After your opponent uses a creature to reap, gain 1A.",""
"Bumblebird","Untamed","AGE_OF_ASCENSION – 336","0.7","0","0","0","0","0","3","0","0","0","0","0","1","0","3835","4481","[object Object] | [object Object] | [object Object]","alpha – -3 – house","Insect,Beast","Alpha. (You can only play this card before doing anything else this step.)Play: Put two +1 power counters on each other friendly Untamed creature.",""
"Troop Call","Untamed","CALL_OF_THE_ARCHONS – 337","1.5","0","1","0","0","0","0","0.5","0","0","0","1","0","0","6172","6093","","niffle – 3 – anyHouse","","Play: Return each friendly Niffle creature from your discard pile and from play to your hand.",""
"Camouflage","Untamed","AGE_OF_ASCENSION – 337","1.1","0","1","0","0","0","1","0","0","0","0","1","0","0","3957","4338","","","","Creatures not on a flank cannot fight this creature.","“We found it while searching through the Kurnois Bog for a superior duck.” – Dr. Escotera"
"Vigor","Untamed","CALL_OF_THE_ARCHONS – 338","1.5","0","1.5","0","0","0","0","0","0","0","0","1","0","0","21129","19198","[object Object]","power5OrHigherCreatures – 2 – anyHouse","","Play: Heal up to 3 damage from a creature. If you healed 3 damage, gain 1<A>.",""
"Word of Returning","Untamed","CALL_OF_THE_ARCHONS – 339","1.75","0","1","0.5","0","0.25","0","0","0","0","0","1","0","0","2534","2330","[object Object]","capturesAmberOnEnemies – 2 – anyHouse","","Play: Deal 1<D> to each enemy creature for each <A> on it. Return all <A> from those creatures to your pool.",""
"Bear Flute","Untamed","CALL_OF_THE_ARCHONS – 340","0.8","0","0","0","0","0","3","0.5","0","0","0","0","0","0","2310","2235","[object Object] | [object Object]","ancientBear – 3 – anyHouse","Item","Action: Fully heal an Ancient Bear. If there are no Ancient Bears in play, search your deck and discard pile and put each Ancient Bear from them into your hand. If you do, shuffle your discard pile into your deck.",""
"Grasping Vines","Untamed","CALL_OF_THE_ARCHONS – 324 | AGE_OF_ASCENSION – 341","2","0","1","0","0.5","0","0","0","0.5","0","0","1","0","0","13009","12116","[object Object] | [object Object]","","","Play: Return up to 3 artifacts to their owners’ hands.",""
"Ritual of Balance","Untamed","CALL_OF_THE_ARCHONS – 342","1.5","0.75","0.75","0","0","0","0","0","0","0","0","0","0","0","8267","7348","[object Object] | [object Object]","increasesKeyCost – 2 – anyHouse","Power","Action: If your opponent has 6<A> or more, steal 1<A>.","Is balance a means to an end, or an end in itself? "
"Ritual of the Hunt","Untamed","CALL_OF_THE_ARCHONS – 343","2","0","1","0","0","0","0","0","0","1","0","1","0","0","2676","2282","[object Object]","highCreatureCount – 3 – house | lowCreatureCount – -3 – house","Power","Omni: Sacrifice Ritual of the Hunt. For the remainder of the turn, you may use friendly Untamed creatures.",""
"World Tree","Untamed","CALL_OF_THE_ARCHONS – 344 | AGE_OF_ASCENSION – 370","0.5","0","0","0","0","0","0","0.5","0","0","0","0","0","0","3171","3315","[object Object] | [object Object] | [object Object]","","Location","Action: Return a creature from your discard pile to the top of your deck.",""
"Nepenthe Seed","Untamed","CALL_OF_THE_ARCHONS – 341 | AGE_OF_ASCENSION – 345","2.5","0","0","0","0","0","0","2.5","0","0","0","0","0","0","15491","13720","[object Object] | [object Object]","shufflesDiscard – -1 – anyHouse","Item","Omni: Sacrifice Nepenthe Seed. Return a card from your discard pile to your hand.",""
"Ancient Bear","Untamed","CALL_OF_THE_ARCHONS – 345","1.1","0","0","0","0","0","7","0","0","0","0","0","5","0","24487","22718","[object Object]","causesFighting – 1 – anyHouse","Beast","Assault 2.(Before this creature attacks, deal 2<D> to the attacked enemy.)","”And when I say ‘bear,’ I mean it in the loosest of terms.” – Quixo the “Adventurer”"
"Niffle Grounds","Untamed","AGE_OF_ASCENSION – 346","1.25","0","1","0","0","0.25","0","0","0","0","0","1","0","0","3658","4116","[object Object]","","Location","Action: Choose a creature. For the remainder of the turn, that creature loses taunt and elusive.","“Welp, we’re niffled.”– Captain Val Jericho"
"Bigtwig","Untamed","CALL_OF_THE_ARCHONS – 346","2.1","0","0","0","0","1","7","0","0","0","0","0","7","0","8584","7923","[object Object]","","Beast","Bigtwig can only fight stunned creatures. Reap: Stun and exhaust a creature.",""
"Panpaca, Anga","Untamed","AGE_OF_ASCENSION – 347","1.9","0","0","0","0","0","15","0","0","0","0","0","5","0","4933","5327","[object Object] | [object Object]","highCreatureCount – 3 – anyHouse | lowCreatureCount – -1 – anyHouse","Beast","Creatures to the right of Panpaca, Anga in the battleline get +2 power.","“Dark wolf, black as night,always pounces to the right.”– from “Panpaca”, children’s game"
"Briar Grubbling","Untamed","CALL_OF_THE_ARCHONS – 348","0.7","0","0","0","0","0","3","0","0","0","0","0","2","0","2515","2335","","","Insect,Beast","Hazardous 5. (Before this creature is attacked, deal 5<D> to the attacking enemy.)","Nature says “do not touch” in so many creative ways. "
"Panpaca, Jaga","Untamed","AGE_OF_ASCENSION – 348","1.2000000000000002","0","0","0","0","0","8","0","0","0","0","0","3","0","4257","4532","[object Object]","highCreatureCount – 1 – anyHouse | lowCreatureCount – -1 – anyHouse","Beast","Skirmish.Creatures to the left of Panpaca,Jaga in the battleline gain skirmish.","“Light wolf, stole a hen, to the left and start again.” – from “Panpaca”, children’s game"
"Soldiers to Flowers","Untamed","AGE_OF_ASCENSION – 349","2","0","2","0","0","0","0","0","0","0","0","1","0","0","4218","4449","","highCreatureCount – 2 – house | lowCreatureCount – -2 – house","","Play: Purge each Untamed creature from each player’s discard pile. For each card purged this way, its owner gains 1A.",""
"Chota Hazri","Untamed","CALL_OF_THE_ARCHONS – 349 | AGE_OF_ASCENSION – 338","2.2","0","0","1.5","0","0","3","0","0","0","0","0","3","0","13260","12899","[object Object] | [object Object]","highExpectedAmber – 2 – house | archives – 1 – anyHouse | forgesKeys – -2 – anyHouse | lowExpectedAmber – -3 – house","Human,Witch","Play: Lose 1<A>. If you do, you may forge a key at current cost.","“Plenty of machines in the wild. Some of ‘em’s even alive.” "
"Dew Faerie","Untamed","CALL_OF_THE_ARCHONS – 350","1.7999999999999998","0","1","0","0","0","4","0","0","0","0","0","2","0","23364","21522","[object Object] | [object Object]","","Faerie","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Gain 1<A>.",""
"Way of the Porcupine","Untamed","AGE_OF_ASCENSION – 350","1.3","0","1","0","0","0","3","0","0","0","0","1","0","0","4036","4444","","","","This creature gains Hazardous 3. (Before this creature is attacked, deal 3D to the attacking enemy.)","“How do you put it on?””Very carefully.”"
"Dust Pixie","Untamed","CALL_OF_THE_ARCHONS – 351","2.5","0","2","0","0","0","1","0","0","0","0","2","1","0","34047","27397","[object Object]","returnsFriendlyCreaturesToHand – 3 – house | returnsFriendlyCreaturesToHand – 1 – anyHouse","Faerie","(Vanilla)","The faeries are believed to be created by the Architects to tend to the plants and animals of the Crucible. In the eons since their creation, some have become…quirky.  "
"Flaxia","Untamed","CALL_OF_THE_ARCHONS – 352 | AGE_OF_ASCENSION – 339","2.3","0","1.5","0","0","0","4","0","0","0","0","0","4","0","15658","14048","[object Object]","highCreatureCount – 2 – anyHouse | returnsFriendlyCreaturesToHand – 2 – house | lowCreatureCount – -3 – anyHouse","Faerie","Play: Gain 2<A> if you control more creatures than your opponent.",""
"Earthbind","Untamed","AGE_OF_ASCENSION – 352","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","1228","1365","","","","This creature cannot be used unless its controller has discarded a card this turn.",""
"Fuzzy Gruen","Untamed","CALL_OF_THE_ARCHONS – 353 | AGE_OF_ASCENSION – 353","1.9","-1","2","0","0","0","5","0","0","0","0","2","5","0","5082","4474","","returnsFriendlyCreaturesToHand – 2 – house | stealsAmber – 1 – anyHouse","Beast","Play: Your opponent gains 1<A>.",""
"Gravid Cycle","Untamed","AGE_OF_ASCENSION – 354","2","0","1","0","0","0","0","1","0","0","0","1","0","0","1313","1369","[object Object] | [object Object] | [object Object]","shufflesDiscard – -1 – anyHouse | omega – -3 – house","","Omega. (After you play this card,end this step.)Play: Return a card from your discard pile to your hand.",""
"Giant Sloth","Untamed","CALL_OF_THE_ARCHONS – 354","2","0","1","0","0","0","6","0","0","0","0","0","6","0","2783","2495","","increasesHandSize – 1 – anyHouse","Beast","You cannot use this card unless you have discarded an Untamed card from your hand this turn.Action: Gain 3<A>.",""
"Heart of the Forest","Untamed","AGE_OF_ASCENSION – 355","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1454","1496","","forgesKeys – 3 – anyHouse | archives – 2 – anyHouse","Location","Each player cannot forge keys while they have more forged keys than their opponent.",""
"Halacor","Untamed","CALL_OF_THE_ARCHONS – 355","1","0","0","0","0","0","6","0","0","0","0","0","4","0","7830","7222","[object Object]","","Beast","Each friendly flank creature gains skirmish. (When you use a creature with skirmish to fight, it is dealt no damage in return.)","“Forget the others, have you seen the teeth on that one?!”"
"Inka the Spider","Untamed","CALL_OF_THE_ARCHONS – 356 | AGE_OF_ASCENSION – 356","1.5","0","0","0","0","1","1","0","0","0","0","0","1","0","3929","3701","[object Object] | [object Object] | [object Object]","","Beast","Poison. (Any damage dealt by this creature’s power during a fight destroys the damaged creature.)Play/Reap: Stun a creature.","“Let me weave you a tale.”"
"Kindrith Longshot","Untamed","CALL_OF_THE_ARCHONS – 357 | AGE_OF_ASCENSION – 357","1.5","0","0","0","0","0.5","6","0","0","0","0","0","3","0","3851","3787","[object Object] | [object Object] | [object Object] | [object Object]","","Human,Ranger","Elusive. Skirmish.Reap: Deal 2<D> to a creature.",""
"Snufflegator","Untamed","CALL_OF_THE_ARCHONS – 358","1","0","0","0","0","0","6","0","0","0","0","0","4","0","21829","20577","[object Object]","","Beast","Skirmish. (When you use this creature to fight, it is dealt no damage in return.)","“Well, it’s a snufflegator, ain’t it?” –Dodger"
"Lupo the Scarred","Untamed","CALL_OF_THE_ARCHONS – 359 | AGE_OF_ASCENSION – 358","1.7000000000000002","0","0","0","0","0.5","8","0","0","0","0","0","6","0","4438","4040","[object Object] | [object Object] | [object Object]","returnsFriendlyCreaturesToHand – 1 – anyHouse","Beast","Skirmish. (When you use this creature to fight, it is dealt no damage in return.) Play: Deal 2<D> to an enemy creature.","“Nothing that big should be able to move that silently.”  –Lost Lukas Lawrence"
"Perilous Wild","Untamed","CALL_OF_THE_ARCHONS – 331 | AGE_OF_ASCENSION – 360","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","3702","3526","","elusive – -3 – anyHouse","","Play: Destroy each elusive creature.","The Architects took great pains to make the Crucible inhabitable for creatures from worlds across the universe. But they didn’t make it safe. "
"Mighty Tiger","Untamed","CALL_OF_THE_ARCHONS – 360 | AGE_OF_ASCENSION – 359","2.05","0","0","0","0","1.25","4","0","0","0","0","0","4","0","4702","4254","[object Object] | [object Object]","returnsFriendlyCreaturesToHand – 2 – house | returnsFriendlyCreaturesToHand – 1 – anyHouse","Beast","Play: Deal 4<D> to an enemy creature.",""
"Murmook","Untamed","CALL_OF_THE_ARCHONS – 361","1.7000000000000002","1","0","0","0","0","3","0","0","0","0","0","3","0","24609","21420","[object Object]","","Beast","Your opponent’s keys cost +1<A>.","“Look out for the pincers and don’t make it crabby. “ –Dr. Escotera"
"Mushroom Man","Untamed","CALL_OF_THE_ARCHONS – 362","1.1","0","0","0","0","0","7","0","0","0","0","0","2","0","8198","7365","","","Human,Fungus","Mushroom Man gets +3 power for each unforged key you have.","“He’s a real fun guy if you get to know him.” –Eldest Bear"
"Po’s Pixies","Untamed","AGE_OF_ASCENSION – 362","2.6999999999999997","0","0","2","0","0","3","0","0","0","0","0","1","0","1257","1364","[object Object]","","Faerie","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)A stolen or captured from your pool is taken from the common supply instead.",""
"Punctuated Equilibrium","Untamed","AGE_OF_ASCENSION – 363","3","0","0","0","0","0","0","2","1","0","0","0","0","0","1564","1670","[object Object] | [object Object] | [object Object]","","","Play: Each player discards their hand, then refills their hand as if it were the end of their turn.",""
"Niffle Ape","Untamed","CALL_OF_THE_ARCHONS – 363","0.7","0","0","0","0","0","3","0","0","0","0","0","3","0","37202","36503","","","Niffle,Beast","While Niffle Ape is attacking, ignore taunt and elusive.","“Did it just say Niffle?” –Captain Val Jericho"
"Quicksand","Untamed","AGE_OF_ASCENSION – 364","2","0","1","0","0","1","0","0","0","0","0","1","0","0","1285","1310","","","","Play: Destroy the most powerful creature controlled by each player who does not control a ready Untamed creature.",""
"Niffle Queen","Untamed","CALL_OF_THE_ARCHONS – 364","1.2000000000000002","0","0","0","0","0","8","0","0","0","0","0","6","0","5560","5633","","beast – 2 – anyHouse | niffle – 2 – anyHouse","Niffle,Beast","Each other friendly Beast creature gets +1 power.Each other friendly Niffle creature gets +1 power.",""
"Piranha Monkeys","Untamed","CALL_OF_THE_ARCHONS – 365 | AGE_OF_ASCENSION – 361","1.6","0","0","0","0","1","2","0","0","0","0","0","2","0","4064","3897","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","highTotalArmor – 2 – anyHouse | power2OrLowerCreatures – -2 – anyHouse","Beast","Play/Reap: Deal 2<D> to each other creature.","They can skeletonize a snufflegator in two minutes flat."
